    วันที่    ,กองทุนและโบรกเกอร์,ต่างชาติ,รายย่อย,SET,Chg
23-11-01,540,-718.25,178.25,1379.96,-1.87
23-10-31,678.01,-2334.49,1656.49,1381.83,-14.02
23-10-30,843.85,-750.55,-93.29,1395.85,7.62
23-10-27,839.26,1328.7,-2167.95,1388.23,17.01
23-10-26,-445.16,-1557.66,2002.82,1371.22,-30.48
23-10-25,2299.07,-924.21,-1374.86,1401.7,10.67
23-10-24,291.77,-1444.49,1152.72,1391.03,-8.32
23-10-20,-1067.9,-1215.31,2283.21,1399.35,-23.69
23-10-19,-758.38,-1896.73,2655.1,1423.04,-14.81
23-10-18,-644.84,2799.98,-2155.15,1437.85,4.45
23-10-17,465.7,-841.25,375.54,1433.4,6.29
23-10-16,-326.73,-2900.17,3226.91,1427.11,-23.64
23-10-12,2093.78,-1759.75,-334.03,1450.75,-5.24
23-10-11,1388.99,2916.46,-4305.44,1455.99,21.54
23-10-10,325.62,-1265.76,940.13,1434.45,2.73
23-10-09,-1378.79,2963.2,-1584.41,1431.72,-6.73
23-10-06,406.3,-1638.22,1231.92,1438.45,-14.1
23-10-05,1650.37,-2140.46,490.09,1452.55,1.3
23-10-04,-636.66,34.15,602.51,1451.25,3.95
23-10-03,-2.78,-4440.48,4443.26,1447.3,-22.16
23-10-02,381.75,-669.62,287.88,1469.46,-1.97
23-09-29,-803.86,1071.48,-267.61,1471.43,-10.71
23-09-28,-2.27,-2701.87,2704.14,1482.14,-15.01
23-09-27,-1963.81,2056.14,-92.33,1497.15,3.13
23-09-26,-909.66,-788.62,1698.29,1494.02,-13.34
23-09-25,135.22,-2661.64,2526.42,1507.36,-15.23
23-09-22,-23.05,-1304.84,1327.89,1522.59,8.33
23-09-21,277.67,637.32,-915,1514.26,6.36
23-09-20,-835.87,-2253.45,3089.32,1507.9,-15.06
23-09-19,-198.11,-1117.08,1315.19,1522.96,-4.61
23-09-18,-577.62,-2567.8,3145.42,1527.57,-14.46
23-09-15,1600.43,-1935.41,334.98,1542.03,-3.11
23-09-14,12.85,1246.1,-1258.95,1545.14,9.83
23-09-13,289.55,-1509.78,1220.23,1535.31,-10.19
23-09-12,644.17,-771.85,127.69,1545.5,4.56
23-09-11,24.58,-2601,2576.43,1540.94,-6.23
23-09-08,764.13,-2182.58,1418.46,1547.17,-3.19
23-09-07,761.45,-850.16,88.7,1550.36,1.58
23-09-06,1033.57,-740.08,-293.5,1548.78,0.92
23-09-05,-228.52,-1527.87,1756.39,1547.86,-0.82
23-09-04,-2306.58,-431.94,2738.52,1548.68,-12.83
23-09-01,21.82,-1037.95,1016.12,1561.51,-4.43
23-08-31,2697.8,-6126.84,3429.04,1565.94,-10.73
23-08-30,1949.29,1976.17,-3925.47,1576.67,7.86
23-08-29,-288.45,1453.57,-1165.12,1568.81,5.84
23-08-28,1267.06,-1528.38,261.31,1562.97,2.77
23-08-25,-822.96,-297.23,1120.18,1560.2,2.79
23-08-24,-797.08,808.09,-11.01,1557.41,8.4
23-08-23,2569.91,-161.76,-2408.15,1549.01,3.41
23-08-22,3748.07,509.91,-4257.98,1545.6,19.75
23-08-21,718.44,345.42,-1063.86,1525.85,6.73
23-08-18,374.42,-387.87,13.45,1519.12,-9.69
23-08-17,-226.31,782.3,-555.99,1528.81,9.25
23-08-16,132.32,-883.96,751.64,1519.56,-1.17
23-08-15,-238.36,-3815.61,4053.97,1520.73,-14.43
23-08-11,1965.54,-349.45,-1616.09,1535.16,1.75
23-08-10,1417.38,1171.37,-2588.75,1533.41,5.11
23-08-09,256.95,2804.79,-3061.74,1528.3,9.86
23-08-08,-261.06,-3348.19,3609.24,1518.44,-14.07
23-08-07,-618.73,-394.03,1012.76,1532.51,2.05
23-08-04,855.98,-2576.13,1720.15,1530.46,1.45
23-08-03,-1166.69,-2930.81,4097.5,1529.01,-21.27
23-08-02,302.68,-2500.46,2197.77,1550.28,-5.78
23-07-31,376.69,217.87,-594.57,1556.06,12.79
23-07-27,1831.59,1363.32,-3194.91,1543.27,18.68
23-07-26,-391.04,-926.77,1317.81,1524.59,-1.71
23-07-25,-680.67,-377.33,1057.99,1526.3,2.49
23-07-24,-205.52,-4344.49,4550.02,1523.81,-5.44
23-07-21,-569.62,-584.62,1154.24,1529.25,8.07
23-07-20,-849.18,-1702.73,2551.91,1521.18,-15.46
23-07-19,836.17,3.48,-839.65,1536.64,1.34
23-07-18,384.86,1464.03,-1848.89,1535.3,6.53
23-07-17,1192.14,802.58,-1994.72,1528.77,10.85
23-07-14,1307.95,1651.08,-2959.04,1517.92,23.9
23-07-13,-109.43,-11.67,121.1,1494.02,2.88
23-07-12,1448.55,-1516.63,68.08,1491.14,-5.82
23-07-11,324.16,-443.54,119.39,1496.96,0.07
23-07-10,870.01,-193.43,-676.58,1496.89,6.38
23-07-07,-685.55,-1503.51,2189.05,1490.51,0.05
23-07-06,-352.63,-3164.84,3517.47,1490.46,-18.41
23-07-05,932.36,-1089.14,156.79,1508.87,-6.44
23-07-04,1574.99,-303.98,-1271.01,1515.31,8.47
23-07-03,1860.25,-1948.97,88.71,1506.84,3.74
23-06-30,2929.51,1707.87,-4637.38,1503.1,23.53
23-06-29,-589.76,1148.28,-558.52,1479.57,12.64
23-06-28,-2525.51,505.51,2020,1466.93,-11.17
23-06-27,52.12,-1729.04,1676.92,1478.1,-7.22
23-06-26,63.96,-418.17,354.22,1485.32,-20.2
23-06-23,-559.95,-594.34,1154.29,1505.52,-3.79
23-06-22,-1243.2,-927.69,2170.88,1509.31,-12.81
23-06-21,1204.38,-3576.94,2372.56,1522.12,-15.47
23-06-20,-2016.62,1436.25,580.38,1537.59,-19.33
23-06-19,-45.21,-1250.57,1295.78,1556.92,-2.47
23-06-16,-427.17,-1239.03,1666.2,1559.39,1.68
23-06-15,-959.25,-1612.51,2571.75,1557.71,-3.44
23-06-14,566.06,-758.42,192.36,1561.15,-1.25
23-06-13,1659.93,592.16,-2252.08,1562.4,10.99
23-06-12,257.95,60.3,-318.25,1551.41,-3.7
23-06-09,1787.24,-1503.56,-283.68,1555.11,-4.39
23-06-08,2428.4,1822.83,-4251.23,1559.5,26.29
23-06-07,-562.28,1611.1,-1048.82,1533.21,4.67
23-06-06,-243,-1086.81,1329.81,1528.54,-2.66
23-06-02,-264.63,601.82,-337.19,1531.2,9.8
23-06-01,-568.2,-3890.96,4459.17,1521.4,-12.14
23-05-31,419.15,-1988.2,1569.05,1533.54,-1.27
23-05-30,1861.35,-3063.57,1202.22,1534.81,-6.16
23-05-29,1334.51,-274.17,-1060.34,1540.97,10.13
23-05-26,1276.42,-3567.16,2290.74,1530.84,-4.58
23-05-25,323.66,-2759.72,2436.06,1535.42,-1.09
23-05-24,766.91,-539.77,-227.13,1536.51,1.67
23-05-23,4400.25,-3852.84,-547.41,1534.84,5.6
23-05-22,2861.95,-1469.36,-1392.58,1529.24,14.35
23-05-19,-1150.51,-1193.42,2343.93,1514.89,-11.8
23-05-18,1890.29,-3243.62,1353.33,1526.69,3.95
23-05-17,675.8,-4439.34,3763.53,1522.74,-17.1
23-05-16,-359.82,-1111.41,1471.23,1539.84,-1.54
23-05-15,-712.28,-691.15,1403.43,1541.38,-19.97
23-05-12,1109.03,-2257.54,1148.52,1561.35,-6.05
23-05-11,2983.46,-1600.64,-1382.81,1567.4,-2.16
23-05-10,2814.41,-1327.87,-1486.54,1569.56,4.9
23-05-09,4855.31,-3591.2,-1264.1,1564.66,2.41
23-05-08,1370.55,4104.19,-5474.74,1562.25,28.95
23-05-03,2777,-1895.66,-881.34,1533.3,4.87
23-05-02,-1092.41,1486.64,-394.23,1528.43,-0.69
23-04-28,1456.44,-2722.2,1265.76,1529.12,-2.11
23-04-27,88.91,-252.44,163.54,1531.23,-12.72
23-04-26,-1542.93,1411.08,131.86,1543.95,3.75
23-04-25,481.86,-1710.93,1229.07,1540.2,-17.67
23-04-24,-46.11,-681.55,727.67,1557.87,-0.49
23-04-21,-417.04,1164.11,-747.08,1558.36,-6.74
23-04-20,-1475.13,-738.42,2213.55,1565.1,-15.63
23-04-19,-259.16,-2781.62,3040.78,1580.73,-13.12
23-04-18,1038.41,-2873.02,1834.61,1593.85,-6.56
23-04-17,-218.05,1401.67,-1183.62,1600.41,7.74
23-04-12,1521.52,-2024.21,502.68,1592.67,-4.43
23-04-11,599.84,-50.98,-548.86,1597.1,3.97
23-04-10,305.23,2495.19,-2800.42,1593.13,16.06
23-04-07,-260.2,562.04,-301.84,1577.07,5.94
23-04-05,-1593.02,-1052.81,2645.83,1571.13,-22.92
23-04-04,-24.79,-1348.71,1373.49,1594.05,-6.32
23-04-03,635.81,1317.41,-1953.22,1600.37,-8.8
23-03-31,-362.02,-1437.6,1799.62,1609.17,3.75
23-03-30,-2136.03,-1835.44,3971.47,1605.42,-5.1
23-03-29,465.08,-13.23,-451.85,1610.52,3.61
23-03-28,1664.71,1284.76,-2949.46,1606.91,13.54
23-03-27,119.18,16.36,-135.55,1593.37,1.52
23-03-24,658.14,-479.56,-178.58,1591.85,-1.8
23-03-23,1215.43,1008.58,-2224.01,1593.65,8.57
23-03-22,1370.44,-1103.63,-266.81,1585.08,7.9
23-03-21,2135.94,-1187.04,-948.89,1577.18,21.73
23-03-20,-12.35,-3480.83,3493.18,1555.45,-8.22
23-03-17,1532.7,-1965.16,432.46,1563.67,9.02
23-03-16,-814.17,-1809.63,2623.8,1554.65,-10.35
23-03-15,1018.32,960.8,-1979.13,1565,41.11
23-03-14,-5043.76,-4727.13,9770.89,1523.89,-49.18
23-03-13,-1309.31,-2193.4,3502.71,1573.07,-26.58
23-03-10,285.52,-3817.12,3531.59,1599.65,-14.57
23-03-09,886.26,-1207.07,320.81,1614.22,1.62
23-03-08,899.25,-3987.97,3088.72,1612.6,-5.91
23-03-07,1394.24,-1368.92,-25.32,1618.51,11.63
23-03-03,1012.51,-968.66,-43.85,1606.88,-5.76
23-03-02,-155.96,-379.13,535.08,1612.64,-7.34
23-03-01,1188.32,-3017.42,1829.11,1619.98,-2.37
23-02-28,256.42,-3396.52,3140.1,1622.35,-5
23-02-27,642.72,-2380.59,1737.87,1627.35,-6.67
23-02-24,729.61,-5122.63,4393.03,1634.02,-18.45
23-02-23,419.19,-2899.85,2480.66,1652.47,-7.01
23-02-22,1763.91,-4278.26,2514.35,1659.48,-9.15
23-02-21,3491.32,-4247.95,756.62,1668.63,10.94
23-02-20,1752,-2982.19,1230.19,1657.69,6.02
23-02-17,418.75,-1780.79,1362.04,1651.67,-6.62
23-02-16,866.36,-426.61,-439.76,1658.29,10.9
23-02-15,-479.52,5619.19,-5139.68,1647.39,-5.37
23-02-14,-1562.58,-664.07,2226.65,1652.76,-12.13
23-02-13,526.18,-1123.67,597.49,1664.89,0.32
23-02-10,207.07,-2441.29,2234.22,1664.57,-4.6
23-02-09,697.22,-3385.3,2688.08,1669.17,-1.17
23-02-08,-17.06,-3973.07,3990.13,1670.34,-10.15
23-02-07,250.45,-2685.74,2435.3,1680.49,-1.62
23-02-06,413.29,-2269.11,1855.82,1682.11,-6.25
23-02-03,1310.36,-2216.99,906.64,1688.36,5.78
23-02-02,1866.86,-2663.9,797.04,1682.58,-3.17
23-02-01,1368.02,-191.91,-1176.11,1685.75,14.29
23-01-31,826.29,-2894.5,2068.21,1671.46,-9.76
23-01-30,755.15,-1027,271.84,1681.22,-0.08
23-01-27,129.36,2827.59,-2956.95,1681.3,9.96
23-01-26,-3060.94,1195.62,1865.32,1671.34,-10.77
23-01-25,-1092.51,-670.41,1762.92,1682.11,-0.83
23-01-24,-755.34,-903.28,1658.62,1682.94,-1.1
23-01-23,-470.73,471.8,-1.07,1684.04,6.79
23-01-20,-2480.73,-2874.83,5355.56,1677.25,-11.23
23-01-19,-609.97,1715.01,-1105.04,1688.48,3.04
23-01-18,-2338.25,1516.24,822.02,1685.44,4.4
23-01-17,-1268.84,808.29,460.55,1681.04,-3.82
23-01-16,205.38,363.93,-569.31,1684.86,3.13
23-01-13,-111.58,517.46,-405.88,1681.73,-5.72
23-01-12,-400.71,387.78,12.94,1687.45,1.7
23-01-11,-1885.41,938.78,946.63,1685.75,-5.66
23-01-10,-2044.02,4299.15,-2255.13,1691.41,0.29
23-01-09,32.81,4337.19,-4370.01,1691.12,17.26
23-01-06,-959.06,4494.08,-3535.01,1673.86,10
23-01-05,-1721.07,1277.71,443.37,1663.86,-9.39
23-01-04,-1709.97,121.17,1588.8,1673.25,-5.72
23-01-03,349.85,1441.77,-1791.63,1678.97,10.31
22-12-30,-950.64,4025.37,-3074.73,1668.66,7.46
22-12-29,-1533.66,8444.71,-6911.04,1661.2,13.92
22-12-28,-572.14,2664.06,-2091.92,1647.28,4.12
22-12-27,650.37,4459.6,-5109.97,1643.16,16.36
22-12-26,1222.85,-34.94,-1187.9,1626.8,9.25
22-12-23,994.53,303.29,-1297.82,1617.55,0.88
22-12-22,390.19,-172.48,-217.71,1616.67,6.73
22-12-21,554.07,1362.87,-1916.94,1609.94,5.5
22-12-20,-642.02,-1737.29,2379.32,1604.44,-13.76
22-12-19,-590.59,-807.02,1397.62,1618.2,-0.81
22-12-16,-2402.89,2310.88,92,1619.01,-1.27
22-12-15,-1340.87,-1267.57,2608.45,1620.28,-13.08
22-12-14,1932.42,2177.01,-4109.43,1633.36,7.45
22-12-13,804.8,-32.25,-772.55,1625.91,2.78
22-12-09,660.08,-168.75,-491.33,1623.13,2.64
22-12-08,-44.56,-2041.07,2085.62,1620.49,-1.79
22-12-07,-528.1,1409.86,-881.76,1622.28,-10.69
22-12-06,472.71,-4348.33,3875.62,1632.97,-8.66
22-12-02,1599.61,-5168.59,3568.98,1641.63,-6.81
22-12-01,2820.85,1331.1,-4151.95,1648.44,13.08
22-11-30,-1090.44,4389.45,-3299.01,1635.36,10.97
22-11-29,-1389.35,3274.15,-1884.8,1624.39,7.48
22-11-28,-589.23,666.48,-77.26,1616.91,-3.93
22-11-25,-586.83,-197.61,784.44,1620.84,-4.12
22-11-24,-965.55,1955.85,-990.31,1624.96,0.56
22-11-23,-169.35,2390.32,-2220.96,1624.4,9.07
22-11-22,-100.89,-284.89,385.78,1615.33,-3.53
22-11-21,-662.1,1524,-861.9,1618.86,1.48
22-11-18,-185.46,716.65,-531.2,1617.38,2.43
22-11-17,649.23,-3324.15,2674.92,1614.95,-5.03
22-11-16,-57.27,-1371.74,1429.01,1619.98,-9.4
22-11-15,-170.41,-437.79,608.2,1629.38,6
22-11-14,-313.63,-2317.86,2631.49,1623.38,-13.91
22-11-11,542.75,5336.94,-5879.68,1637.29,18.06
22-11-10,562.97,1021.1,-1584.07,1619.23,-3.22
22-11-09,-2322.78,1981.94,340.85,1622.45,-10.16
22-11-08,-10274.2,3384.76,6889.46,1632.61,9.04
22-11-07,-1378.4,2365.8,-987.4,1623.57,-2.75
22-11-04,-301.15,831.95,-530.8,1626.32,0.7
22-11-03,-1549.24,3029.23,-1479.99,1625.62,0.6
22-11-02,-148.55,26.19,122.36,1625.02,-0.71
22-11-01,-280.18,6138.46,-5858.28,1625.73,16.97
22-10-31,-231.23,4164.85,-3933.62,1608.76,2.69
22-10-28,-1841.56,2880.53,-1038.98,1606.07,3.74
22-10-27,-1237.89,2461.51,-1223.62,1602.33,5.87
22-10-26,-466.1,847.72,-381.62,1596.46,-4.2
22-10-25,-2071.78,2274.69,-202.92,1600.66,9.34
22-10-21,14.56,1475.39,-1489.94,1591.32,-1.41
22-10-20,-312.64,2546.89,-2234.24,1592.73,4.01
22-10-19,99.83,-76.3,-23.53,1588.72,-1.64
22-10-18,2512.33,419.62,-2931.95,1590.36,18.96
22-10-17,2093.83,-2359.54,265.71,1571.4,10.62
22-10-12,-158.53,-932.08,1090.61,1560.78,-1.9
22-10-11,-794.65,-363.98,1158.63,1562.68,-7.89
22-10-10,688.48,-3487.78,2799.29,1570.57,-9.09
22-10-07,361.51,-3087.21,2725.7,1579.66,-9.52
22-10-06,-1064.73,377.48,687.26,1589.18,8.91
22-10-05,-1851.53,226.36,1625.17,1580.27,2.27
22-10-04,-746.01,-1313.93,2059.94,1578,19.95
22-10-03,-11848.2,2594.9,9253.31,1558.05,-31.46
22-09-30,-854.76,-1388.95,2243.71,1589.51,-2.86
22-09-29,-421.55,-2105.36,2526.92,1592.37,-6.86
22-09-28,-1571.62,-208.48,1780.1,1599.23,-11.35
22-09-27,-750.28,-1526.22,2276.5,1610.58,-10.67
22-09-26,7.64,-1918.96,1911.33,1621.25,-10.46
22-09-23,1271.37,-2736.73,1465.35,1631.71,-13.58
22-09-22,-1084.1,2306,-1221.9,1645.29,11.84
22-09-21,-1432.7,-1002.31,2435.01,1633.45,-5.14
22-09-20,764.4,509.25,-1273.64,1638.59,7.02
22-09-19,-1230.63,-639.43,1870.06,1631.57,1.17
22-09-16,-1357.89,-815.57,2173.46,1630.4,-11.93
22-09-15,-347.93,-4459.13,4807.06,1642.33,-14.25
22-09-14,-1784.97,-1223.71,3008.69,1656.58,-4.51
22-09-13,1192.17,-567.05,-625.12,1661.09,-4.65
22-09-12,2146.05,2067.38,-4213.44,1665.74,11.12
22-09-09,-70.59,1299.52,-1228.93,1654.62,14.62
22-09-08,1343.56,-1439.27,95.7,1640,0.08
22-09-07,383.53,-2585.32,2201.79,1639.92,6.05
22-09-06,2811.77,-259.14,-2552.64,1633.87,11.87
22-09-05,372.34,-2219.56,1847.22,1622,-0.15
22-09-02,-19,-2189.22,2208.21,1622.15,0.2
22-09-01,-1649.9,-3263.85,4913.75,1621.95,-16.98
22-08-31,-2003.43,3188.72,-1185.29,1638.93,-0.52
22-08-30,-1123.62,2056.43,-932.81,1639.45,12.93
22-08-29,-3699.74,-107.03,3806.76,1626.52,-18.26
22-08-26,-780.04,-666.54,1446.58,1644.78,1.26
22-08-25,791.4,1872.46,-2663.85,1643.52,11.97
22-08-24,99.77,1708.74,-1808.51,1631.55,-2.02
22-08-23,-1459.03,4790.37,-3331.34,1633.57,17.75
22-08-22,-3190.89,1643.59,1547.3,1615.82,-10.1
22-08-19,-2819.92,1586.53,1233.4,1625.92,-10.15
22-08-18,4261.59,6141.06,-10402.7,1636.07,-3.65
22-08-17,210.32,5701.15,-5911.47,1639.72,9.77
22-08-16,-2594.67,5004.59,-2409.92,1629.95,4.7
22-08-15,-2508.06,5774.63,-3266.57,1625.25,2.99
22-08-11,-666.09,3136.96,-2470.87,1622.26,5.05
22-08-10,-1807.13,3619.92,-1812.78,1617.21,-1.59
22-08-09,-818.91,3187.23,-2368.32,1618.8,9.93
22-08-08,-2747.87,4487.33,-1739.45,1608.87,7.78
22-08-05,-617.31,901.44,-284.13,1601.09,2.34
22-08-04,771.83,-1204.66,432.83,1598.75,4.02
22-08-03,-466.11,-108.08,574.19,1594.73,5.57
22-08-02,-2317.2,2682.53,-365.33,1589.16,-4.08
22-08-01,392.95,1853.53,-2246.48,1593.24,16.83
22-07-27,190.84,2470.34,-2661.19,1576.41,23.23
22-07-26,-1496.76,410.89,1085.87,1553.18,-7.13
22-07-25,2012.09,1494.91,-3506.99,1560.31,7.58
22-07-22,562.75,139.93,-702.69,1552.73,6.42
22-07-21,-355.65,1703.24,-1347.59,1546.31,6.99
22-07-20,2173.28,-605.82,-1567.46,1539.32,5.89
22-07-19,-1550.41,-1562.83,3113.24,1533.43,-11.38
22-07-18,-369.06,1214.8,-845.74,1544.81,11.44
22-07-15,-1528.19,-1063.84,2592.04,1533.37,-3.45
22-07-14,-2723.83,-1468.17,4192,1536.82,-9.98
22-07-12,-1340.71,-439.39,1780.1,1546.8,-10.6
22-07-11,-1409.21,1830.39,-421.19,1557.4,-0.47
22-07-08,-1382.01,1709.03,-327.02,1557.87,-4.5
22-07-07,-77.13,1812.15,-1735.02,1562.37,20.58
22-07-06,-1381.74,2285.53,-903.79,1541.79,0.49
22-07-05,-662.33,-3024.7,3687.03,1541.3,-18.97
22-07-04,-1368.57,-1437.7,2806.27,1560.27,-12.4
22-07-01,448.02,-747.39,299.37,1572.67,-13.51
22-06-29,-969.55,293.86,675.69,1586.18,-8.29
22-06-28,303.45,2641.26,-2944.71,1594.47,14.27
22-06-27,950.38,1676.09,-2626.47,1580.2,11.44
22-06-24,2782.05,-1145.32,-1636.73,1568.76,11.15
22-06-23,1082.02,-2239.9,1157.89,1557.61,-2.41
22-06-22,402.03,-3585.56,3183.54,1560.02,-14.5
22-06-21,1542.3,-1545.85,3.54,1574.52,15.31
22-06-20,1836.52,-2494.48,657.95,1559.21,-0.18
22-06-17,-926.17,-1611.43,2537.59,1559.39,-1.71
22-06-16,-488.72,-5799.7,6288.42,1561.1,-32.44
22-06-15,725.75,-2416.97,1691.23,1593.54,-6.52
22-06-13,-3573.59,-2597,6170.58,1600.06,-32.56
22-06-10,-210.39,-3860.16,4070.55,1632.62,-8.72
22-06-09,254.41,1118.8,-1373.21,1641.34,4.45
22-06-08,124.08,-1351.29,1227.21,1636.89,4.97
22-06-07,-1589.02,-606.28,2195.3,1631.92,-14.16
22-06-06,35.72,-1190.68,1154.96,1646.08,-1.59
22-06-02,572.83,-1936.25,1363.41,1647.67,-12.34
22-06-01,412.08,-1465.07,1052.98,1660.01,-3.4
22-05-31,-1061.48,5807.2,-4745.72,1663.41,9.8
22-05-30,737.05,3672.94,-4409.99,1653.61,14.86
22-05-27,846.72,1107.81,-1954.54,1638.75,5.02
22-05-26,-107.46,3387.15,-3279.7,1633.73,8.55
22-05-25,-1115.29,90,1025.29,1625.18,-1.05
22-05-24,-692.3,191.61,500.69,1626.23,-9.05
22-05-23,-733.45,2093.72,-1360.26,1635.28,12.33
22-05-20,-1134,3093.5,-1959.5,1622.95,-67.6
22-04-21,2206.6,977.71,-3184.32,1690.55,10.2
22-04-20,1250.93,1035.82,-2286.75,1680.35,4.73
22-04-19,-1022.99,2371.71,-1348.72,1675.62,7.56
22-04-18,-1208.4,-164.62,1373.02,1668.06,-6.28
22-04-12,-839.43,743.46,95.97,1674.34,-4.12
22-04-11,-1184.94,-396.16,1581.1,1678.46,-7.54
22-04-08,-1592.04,-207.58,1799.62,1686,3.59
22-04-07,-5227.35,-1378.71,6606.05,1682.41,-18.77
22-04-05,-2074.82,2716.55,-641.74,1701.18,-1.75
22-04-04,-186.19,730.26,-544.07,1702.93,1.62
22-04-01,532.29,1875.12,-2407.41,1701.31,6.07
22-03-31,-29.76,391.36,-361.6,1695.24,-3.16
22-03-30,-909.94,3301.86,-2391.92,1698.4,8.66
22-03-29,-778.2,3653.15,-2874.95,1689.74,5.44
22-03-28,-638.42,3216.69,-2578.27,1684.3,3.41
22-03-24,-2181.79,2833.27,-651.47,1680.89,2.94
22-03-23,-230.99,368.1,-137.11,1677.95,0.08
22-03-22,-3476.11,3621.4,-145.29,1677.87,4
22-03-21,-1177.15,-937.56,2114.7,1673.87,-4.64
22-03-18,1176.21,-2234.6,1058.38,1678.51,-3.25
22-03-17,-1395.26,7146.64,-5751.38,1681.76,13.84
22-03-16,-122.26,6257.03,-6134.77,1667.92,23.56
22-03-15,-1672.06,-954.98,2627.04,1644.36,-15.79
22-03-14,-1052.86,933.88,118.98,1660.15,2.14
22-03-11,-365.24,3483.88,-3118.63,1658.01,10.93
22-03-10,1439.91,624.53,-2064.44,1647.08,3.44
22-03-09,5445.07,-3986.45,-1458.62,1643.64,24.54
22-03-08,-3563.77,2847.61,716.17,1619.1,-7.6
22-03-07,-9464.69,-2293.61,11758.3,1626.7,-45.02
22-03-04,-1371.69,-3665.12,5036.81,1671.72,-24.36
22-03-03,-683.25,2853.39,-2170.14,1696.08,6.27
22-03-02,-3156.52,2911.16,245.36,1689.81,-4.47
22-03-01,-116.39,4022.22,-3905.83,1694.28,9.1
22-02-28,-1303.44,4345.18,-3041.73,1685.18,5.28
22-02-25,-1017.12,2477.3,-1460.18,1679.9,17.18
22-02-24,-1892.17,-2983.7,4875.86,1662.72,-28.4
22-02-22,-3140.16,1340.17,1799.99,1691.12,-3.2
22-02-21,-2853.71,1466.22,1387.49,1694.32,-18.88
22-02-18,-416.05,-1777.47,2193.52,1713.2,1.62
22-02-17,-1634.42,6315.02,-4680.59,1711.58,10.13
22-02-15,-3205.95,2896.69,309.26,1701.45,16.76
22-02-14,-2419.43,3652.65,-1233.22,1684.69,-14.51
22-02-11,-5525.82,5830.73,-304.92,1699.2,-3.8
22-02-10,-4756.49,8461.13,-3704.64,1703,-0.16
22-02-09,-3892.21,17416.4,-13524.2,1703.16,25.92
22-02-07,-2169.58,3670.44,-1500.86,1677.24,3.02
22-02-04,158.57,1563.94,-1722.51,1674.22,5.17
22-02-03,961.58,-54.09,-907.49,1669.05,1.3
22-02-02,1321.66,-1194.3,-127.35,1667.75,6
22-02-01,191.1,1301.64,-1492.73,1661.75,12.94
22-01-31,317.08,663.05,-980.14,1648.81,9.3
22-01-28,816.14,-1004.75,188.61,1639.51,5.34
22-01-27,-3218.88,-763.17,3982.04,1634.17,-9.27
22-01-26,524.46,519.38,-1043.83,1643.44,4.35
22-01-25,-626.95,3421.04,-2794.09,1639.09,-1.45
22-01-24,-3448.86,2205.75,1243.11,1640.54,-12.19
22-01-21,-2176.65,1293.76,882.89,1652.73,-4.23
22-01-20,2028.43,-2563.83,535.4,1656.96,-1.28
22-01-19,-3483.78,1046.54,2437.24,1658.24,-2.03
22-01-18,-2626.73,-2957.1,5583.82,1660.27,-16.6
22-01-17,-383.93,-1262.64,1646.57,1676.87,4.24
22-01-14,-484.92,-1059.58,1544.51,1672.63,-7.39
22-01-13,389.07,1144.03,-1533.11,1680.02,1.52
22-01-12,-437.5,2288.18,-1850.68,1678.5,11.38
22-01-11,268.76,1534.32,-1803.08,1667.12,10.06
22-01-10,-539.69,1370.99,-831.3,1657.06,-0.56
22-01-07,-1976.17,1797.61,178.57,1657.62,4.59
22-01-06,-3583.51,-2723.31,6306.82,1653.03,-23.76
22-01-05,-737.46,3261.07,-2523.6,1676.79,6.51
22-01-04,-2300.64,6148.01,-3847.37,1670.28,12.66
21-12-30,-1008.8,3563,-2554.2,1657.62,4.29
21-12-29,-804.94,6131.72,-5326.79,1653.33,11.81
21-12-28,-1093.03,4489.11,-3396.08,1641.52,5.02
21-12-27,-1797.3,1402.17,395.14,1636.5,-0.72
21-12-24,62.89,1321.68,-1384.57,1637.22,-4.25
21-12-23,-90.47,3591.14,-3500.66,1641.47,14.68
21-12-22,-72.9,497.21,-424.31,1626.79,4.54
21-12-21,-842.82,2030.6,-1187.78,1622.25,6.45
21-12-20,-2811.06,-2905.48,5716.54,1615.8,-25.93
21-12-17,-1271.95,-15.55,1287.5,1641.73,-3.59
21-12-16,354.75,4662.56,-5017.31,1645.32,21.66
21-12-15,-349.8,-1148.19,1497.99,1623.66,-6.98
21-12-14,-3418.58,3742.65,-324.07,1630.64,4.81
21-12-13,-670.84,1274.63,-603.79,1625.83,7.6
21-12-09,-185.66,-602.86,788.51,1618.23,-0.13
21-12-08,1979.14,-1454.04,-525.1,1618.36,9.08
21-12-07,2962.78,165.98,-3128.75,1609.28,21.09
21-12-03,731.05,-316.38,-414.67,1588.19,-3.65
21-12-02,974.7,-1475.86,501.16,1591.84,1.03
21-12-01,1113.85,-1730.92,617.07,1590.81,22.12
21-11-30,-9654.5,-3535.33,13189.8,1568.69,-21
21-11-29,-4439.02,-4370.36,8809.38,1589.69,-20.92
21-11-26,-6700.39,-6091.21,12791.6,1610.61,-37.85
21-11-25,-779.32,338.38,440.94,1648.46,-1.36
21-11-24,-1036.59,2307.07,-1270.49,1649.82,3.4
21-11-23,-1112.93,-1338.26,2451.19,1646.42,-3.12
21-11-22,435.72,1738.67,-2174.39,1649.54,4.48
21-11-19,239.26,-3253.21,3013.95,1645.06,-5.96
21-11-18,771.83,656.92,-1428.76,1651.02,6.42
21-11-17,1363.3,-1351.63,-11.67,1644.6,0.59
