    วันที่    ,กองทุนและโบรกเกอร์,ต่างชาติ,รายย่อย,SET,Chg
21-11-16,1405.56,2400.96,-3806.52,1644.01,5.28
21-11-15,438.72,-436.95,-1.77,1638.73,4.79
21-11-12,1270.2,0.81,-1271.02,1633.94,1.5
21-11-11,606.61,244.91,-851.52,1632.44,1.97
21-11-10,-337.28,-1576.34,1913.62,1630.47,-1.22
21-11-09,-1053.11,1990.97,-937.86,1631.69,5.56
21-11-08,-556.63,2764.79,-2208.16,1626.13,-0.09
21-11-05,-275.74,-1969.8,2245.53,1626.22,-0.05
21-11-04,1057.82,4396.3,-5454.12,1626.27,14.35
21-11-03,85.57,268.87,-354.44,1611.92,-5.97
21-11-02,1831.89,-580.67,-1251.23,1617.89,4.11
21-11-01,-562.33,-3586.47,4148.8,1613.78,-9.65
21-10-29,1085.74,-3003.87,1918.14,1623.43,-0.88
21-10-28,-516.29,635.6,-119.32,1624.31,-3.3
21-10-27,-285.17,-2427.63,2712.8,1627.61,-8.36
21-10-26,-1918.2,80.27,1837.93,1635.97,1.77
21-10-25,-674.75,-2106.45,2781.2,1634.2,-9.22
21-10-21,399.4,1974.89,-2374.29,1643.42,5.87
21-10-20,-2662.04,4580.87,-1918.83,1637.55,7.16
21-10-19,-2478.26,-1591.57,4069.83,1630.39,-13.53
21-10-18,-1643.39,3773.87,-2130.49,1643.92,5.58
21-10-15,-2700.89,3400.29,-699.4,1638.34,-2.63
21-10-14,-1499.67,1152,347.66,1640.97,-2.67
21-10-12,-2379.14,5069.23,-2690.09,1643.64,10.2
21-10-11,-1330.63,-193.76,1524.39,1633.44,-5.97
21-10-08,2531.59,481.36,-3012.95,1639.41,5.69
21-10-07,1989.67,3133.54,-5123.21,1633.72,14.24
21-10-06,-633.77,-1263.05,1896.82,1619.48,-4.76
21-10-05,-469.14,600.21,-131.07,1624.24,9.76
21-10-04,444.87,-1035.38,590.52,1614.48,9.31
21-10-01,531.57,2625.72,-3157.29,1605.17,-0.51
21-09-30,-2575.05,-1160.26,3735.31,1605.68,-11.3
21-09-29,-2239.26,1111.97,1127.29,1616.98,0.48
21-09-28,-3993.28,3335.64,657.64,1616.5,-3.52
21-09-27,159.31,-3909.89,3750.58,1620.02,-11.13
21-09-23,115.53,3786.59,-3902.12,1631.15,11.56
21-09-22,1118.71,-1025.19,-93.52,1619.59,4.73
21-09-21,872.74,684.34,-1557.07,1614.86,11.8
21-09-20,-5583.47,-277.42,5860.89,1603.06,-22.59
21-09-17,530.23,-889.41,359.18,1625.65,-6.05
21-09-16,-47.34,1372.76,-1325.42,1631.7,3.66
21-09-15,1063.54,-667.14,-396.4,1628.04,4.2
21-09-14,698.23,350.9,-1049.13,1623.84,-9.92
21-09-13,1250,515.08,-1765.08,1633.76,-1.59
21-09-10,-491.95,716.27,-224.32,1635.35,6.23
21-09-09,1280.77,-2369.54,1088.77,1629.12,-11.33
21-09-08,-3210.1,7512.83,-4302.73,1640.45,4
21-09-07,-1041.9,-867.66,1909.56,1636.45,-11.92
21-09-06,-1427.09,-991.03,2418.12,1648.37,-1.96
21-09-03,288.22,1455.32,-1743.54,1650.33,2.58
21-09-02,772.43,3342.83,-4115.26,1647.75,13.27
21-09-01,-1486.93,-889.78,2376.71,1634.48,-4.27
21-08-31,-553.01,3893.75,-3340.74,1638.75,4.98
21-08-30,1629.1,2067.7,-3696.8,1633.77,22.57
21-08-27,2383.78,6002.23,-8386.01,1611.2,9.29
21-08-26,-632.77,-343.54,976.31,1601.91,1.42
21-08-25,1772.28,3606.64,-5378.92,1600.49,13.51
21-08-24,1557.37,1358.19,-2915.56,1586.98,4.91
21-08-23,5557.49,2781.56,-8339.05,1582.07,28.89
21-08-20,791.08,-2572.55,1781.48,1553.18,8.9
21-08-19,-1545.99,515.7,1030.29,1544.28,-7.59
21-08-18,1316.88,-875.06,-441.82,1551.87,7.65
21-08-17,2330.82,-1065.73,-1265.08,1544.22,12.98
21-08-16,-305.41,1433.42,-1128,1531.24,2.92
21-08-13,-1861.97,2148.7,-286.73,1528.32,-4.39
21-08-11,813.58,-3016.72,2203.14,1532.71,-9.91
21-08-10,1168.53,-1910.08,741.55,1542.62,2.43
21-08-09,2284.51,-436.05,-1848.46,1540.19,18.47
21-08-06,-499.83,-2078.31,2578.14,1521.72,-5.94
21-08-05,578.73,-5047.34,4468.62,1527.66,-18.2
21-08-04,2154.06,-1917.76,-236.3,1545.86,5.35
21-08-03,990.42,24.95,-1015.37,1540.51,15.4
21-08-02,689.09,870.03,-1559.12,1525.11,3.19
21-07-30,146.75,-707.01,560.27,1521.92,-15.86
21-07-29,555.41,516.69,-1072.1,1537.78,0.15
21-07-27,1322.98,-2651.41,1328.43,1537.63,-7.47
21-07-23,849.95,-2219.68,1369.73,1545.1,-7.26
21-07-22,2480.42,-10.33,-2470.09,1552.36,11.48
21-07-21,-146.21,-1261.09,1407.31,1540.88,2.02
21-07-20,-4348.35,-811.83,5160.17,1538.86,-17.15
21-07-19,-851.12,-1900.36,2751.49,1556.01,-18.36
21-07-16,1086.86,1164.58,-2251.44,1574.37,2.36
21-07-15,-463.97,-2439.58,2903.55,1572.01,2.31
21-07-14,1105.44,-886.91,-218.53,1569.7,-1.29
21-07-13,2091.05,1436.63,-3527.68,1570.99,21.15
21-07-12,-1385.91,-1674.35,3060.25,1549.84,-2.25
21-07-09,-444.2,-73.89,518.09,1552.09,8.42
21-07-08,-2880.18,-4.59,2884.77,1543.67,-32.93
21-07-07,-1286.93,-1423.07,2710,1576.6,-14.83
21-07-06,1542.41,53.73,-1596.15,1591.43,12.15
21-07-05,-728.11,-148.1,876.2,1579.28,0
